pair_id,label,ground_truth,frgp,which_hand,subject1,subject2,img1_path,img2_path,s1_age,s1_gender,s1_race,s2_age,s2_gender,s2_race
I_00002330_00002329_frgp14,impostor,B,14,left,00002330,00002329,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002329_R_500_slap_14.png,36,male,asian,39,male,african american
G_2357_frgp13,genuine,A,13,right,00002357,00002357,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002357_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002357_R_1000_slap_13.png,48,female,white,48,female,white
I_00002304_00002369_frgp13,impostor,B,13,right,00002304,00002369,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002369_R_500_slap_13.png,37,male,white,36,female,white
G_2325_frgp14,genuine,A,14,left,00002325,00002325,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002325_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002325_R_1000_slap_14.png,52,female,white,52,female,white
I_00002304_00002367_frgp13,impostor,B,13,right,00002304,00002367,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002367_R_500_slap_13.png,37,male,white,30,female,white
I_00002330_00002357_frgp14,impostor,B,14,left,00002330,00002357,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002357_R_500_slap_14.png,36,male,asian,48,female,white
I_00002304_00002455_frgp13,impostor,B,13,right,00002304,00002455,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002455_R_500_slap_13.png,37,male,white,60,female,african american
I_00002304_00002409_frgp13,impostor,B,13,right,00002304,00002409,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002409_R_500_slap_13.png,37,male,white,47,male,white
I_00002304_00002327_frgp13,impostor,B,13,right,00002304,00002327,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002327_R_500_slap_13.png,37,male,white,45,female,white
G_2405_frgp14,genuine,A,14,left,00002405,00002405,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002405_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002405_R_1000_slap_14.png,27,male,asian,27,male,asian
G_2339_frgp13,genuine,A,13,right,00002339,00002339,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002339_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002339_R_1000_slap_13.png,35,male,asian,35,male,asian
I_00002304_00002462_frgp13,impostor,B,13,right,00002304,00002462,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002462_R_500_slap_13.png,37,male,white,32,male,other
I_00002304_00002379_frgp13,impostor,B,13,right,00002304,00002379,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002379_R_500_slap_13.png,37,male,white,38,female,white
G_2428_frgp14,genuine,A,14,left,00002428,00002428,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002428_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002428_R_1000_slap_14.png,55,female,white,55,female,white
I_00002304_00002351_frgp13,impostor,B,13,right,00002304,00002351,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002351_R_500_slap_13.png,37,male,white,32,male,african american
I_00002330_00002368_frgp14,impostor,B,14,left,00002330,00002368,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002368_R_500_slap_14.png,36,male,asian,29,female,asian
I_00002304_00002413_frgp13,impostor,B,13,right,00002304,00002413,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002413_R_500_slap_13.png,37,male,white,37,female,white
I_00002304_00002362_frgp13,impostor,B,13,right,00002304,00002362,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002362_R_500_slap_13.png,37,male,white,40,female,white
I_00002304_00002329_frgp13,impostor,B,13,right,00002304,00002329,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002329_R_500_slap_13.png,37,male,white,39,male,african american
G_2381_frgp14,genuine,A,14,left,00002381,00002381,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002381_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002381_R_1000_slap_14.png,54,female,white,54,female,white
G_2304_frgp14,genuine,A,14,left,00002304,00002304,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002304_R_1000_slap_14.png,37,male,white,37,male,white
I_00002304_00002320_frgp13,impostor,B,13,right,00002304,00002320,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002320_R_500_slap_13.png,37,male,white,54,female,white
I_00002304_00002396_frgp13,impostor,B,13,right,00002304,00002396,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002396_R_500_slap_13.png,37,male,white,56,female,white
G_2327_frgp14,genuine,A,14,left,00002327,00002327,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002327_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002327_R_1000_slap_14.png,45,female,white,45,female,white
G_2371_frgp13,genuine,A,13,right,00002371,00002371,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002371_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002371_R_1000_slap_13.png,26,male,white,26,male,white
G_2349_frgp14,genuine,A,14,left,00002349,00002349,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002349_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002349_R_1000_slap_14.png,65,male,white,65,male,white
G_2317_frgp13,genuine,A,13,right,00002317,00002317,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002317_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002317_R_1000_slap_13.png,61,male,african american,61,male,african american
G_2329_frgp13,genuine,A,13,right,00002329,00002329,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002329_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002329_R_1000_slap_13.png,39,male,african american,39,male,african american
I_00002304_00002415_frgp13,impostor,B,13,right,00002304,00002415,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002415_R_500_slap_13.png,37,male,white,57,female,white
I_00002330_00002338_frgp14,impostor,B,14,left,00002330,00002338,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002338_R_500_slap_14.png,36,male,asian,24,female,white
G_2368_frgp14,genuine,A,14,left,00002368,00002368,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002368_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002368_R_1000_slap_14.png,29,female,asian,29,female,asian
I_00002330_00002381_frgp14,impostor,B,14,left,00002330,00002381,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002381_R_500_slap_14.png,36,male,asian,54,female,white
I_00002304_00002325_frgp13,impostor,B,13,right,00002304,00002325,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002325_R_500_slap_13.png,37,male,white,52,female,white
G_2418_frgp13,genuine,A,13,right,00002418,00002418,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002418_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002418_R_1000_slap_13.png,36,female,white,36,female,white
G_2481_frgp14,genuine,A,14,left,00002481,00002481,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002481_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002481_R_1000_slap_14.png,34,male,white,34,male,white
I_00002304_00002368_frgp13,impostor,B,13,right,00002304,00002368,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002368_R_500_slap_13.png,37,male,white,29,female,asian
G_2352_frgp13,genuine,A,13,right,00002352,00002352,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002352_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002352_R_1000_slap_13.png,38,male,white,38,male,white
I_00002304_00002370_frgp13,impostor,B,13,right,00002304,00002370,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002370_R_500_slap_13.png,37,male,white,34,female,white
I_00002330_00002355_frgp14,impostor,B,14,left,00002330,00002355,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002355_R_500_slap_14.png,36,male,asian,28,female,white
G_2342_frgp14,genuine,A,14,left,00002342,00002342,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002342_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002342_R_1000_slap_14.png,47,female,white,47,female,white
I_00002330_00002376_frgp14,impostor,B,14,left,00002330,00002376,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002376_R_500_slap_14.png,36,male,asian,60,male,white
G_2367_frgp14,genuine,A,14,left,00002367,00002367,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002367_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002367_R_1000_slap_14.png,30,female,white,30,female,white
G_2401_frgp13,genuine,A,13,right,00002401,00002401,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002401_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002401_R_1000_slap_13.png,45,female,white,45,female,white
I_00002304_00002357_frgp13,impostor,B,13,right,00002304,00002357,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002357_R_500_slap_13.png,37,male,white,48,female,white
I_00002330_00002425_frgp14,impostor,B,14,left,00002330,00002425,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002425_R_500_slap_14.png,36,male,asian,32,female,white
G_2317_frgp14,genuine,A,14,left,00002317,00002317,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002317_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002317_R_1000_slap_14.png,61,male,african american,61,male,african american
G_2412_frgp13,genuine,A,13,right,00002412,00002412,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002412_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002412_R_1000_slap_13.png,27,male,other,27,male,other
G_2314_frgp14,genuine,A,14,left,00002314,00002314,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002314_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002314_R_1000_slap_14.png,25,female,african american,25,female,african american
I_00002304_00002355_frgp13,impostor,B,13,right,00002304,00002355,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002355_R_500_slap_13.png,37,male,white,28,female,white
G_2334_frgp13,genuine,A,13,right,00002334,00002334,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002334_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002334_R_1000_slap_13.png,51,female,white,51,female,white
G_2388_frgp13,genuine,A,13,right,00002388,00002388,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002388_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002388_R_1000_slap_13.png,29,female,white,29,female,white
G_2413_frgp14,genuine,A,14,left,00002413,00002413,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002413_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002413_R_1000_slap_14.png,37,female,white,37,female,white
G_2310_frgp13,genuine,A,13,right,00002310,00002310,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002310_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002310_R_1000_slap_13.png,44,female,white,44,female,white
I_00002330_00002319_frgp14,impostor,B,14,left,00002330,00002319,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002319_R_500_slap_14.png,36,male,asian,24,female,white
I_00002330_00002362_frgp14,impostor,B,14,left,00002330,00002362,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002362_R_500_slap_14.png,36,male,asian,40,female,white
G_2339_frgp14,genuine,A,14,left,00002339,00002339,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002339_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002339_R_1000_slap_14.png,35,male,asian,35,male,asian
G_2380_frgp13,genuine,A,13,right,00002380,00002380,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002380_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002380_R_1000_slap_13.png,48,male,white,48,male,white
I_00002330_00002388_frgp14,impostor,B,14,left,00002330,00002388,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002388_R_500_slap_14.png,36,male,asian,29,female,white
G_2383_frgp13,genuine,A,13,right,00002383,00002383,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002383_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002383_R_1000_slap_13.png,47,female,white,47,female,white
G_2376_frgp13,genuine,A,13,right,00002376,00002376,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002376_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002376_R_1000_slap_13.png,60,male,white,60,male,white
G_2337_frgp13,genuine,A,13,right,00002337,00002337,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002337_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002337_R_1000_slap_13.png,33,male,white,33,male,white
I_00002330_00002337_frgp14,impostor,B,14,left,00002330,00002337,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002337_R_500_slap_14.png,36,male,asian,33,male,white
I_00002330_00002418_frgp14,impostor,B,14,left,00002330,00002418,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002418_R_500_slap_14.png,36,male,asian,36,female,white
G_2399_frgp14,genuine,A,14,left,00002399,00002399,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002399_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002399_R_1000_slap_14.png,49,female,white,49,female,white
I_00002330_00002317_frgp14,impostor,B,14,left,00002330,00002317,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002317_R_500_slap_14.png,36,male,asian,61,male,african american
G_2364_frgp14,genuine,A,14,left,00002364,00002364,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002364_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002364_R_1000_slap_14.png,33,female,white,33,female,white
G_2348_frgp13,genuine,A,13,right,00002348,00002348,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002348_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002348_R_1000_slap_13.png,47,male,white,47,male,white
I_00002304_00002447_frgp13,impostor,B,13,right,00002304,00002447,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002447_R_500_slap_13.png,37,male,white,53,female,african american
G_2440_frgp13,genuine,A,13,right,00002440,00002440,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002440_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002440_R_1000_slap_13.png,55,male,african american,55,male,african american
I_00002304_00002310_frgp13,impostor,B,13,right,00002304,00002310,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002310_R_500_slap_13.png,37,male,white,44,female,white
G_2398_frgp13,genuine,A,13,right,00002398,00002398,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002398_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002398_R_1000_slap_13.png,40,female,african american,40,female,african american
G_2447_frgp13,genuine,A,13,right,00002447,00002447,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002447_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002447_R_1000_slap_13.png,53,female,african american,53,female,african american
I_00002304_00002317_frgp13,impostor,B,13,right,00002304,00002317,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002317_R_500_slap_13.png,37,male,white,61,male,african american
G_2398_frgp14,genuine,A,14,left,00002398,00002398,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002398_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002398_R_1000_slap_14.png,40,female,african american,40,female,african american
G_2338_frgp13,genuine,A,13,right,00002338,00002338,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002338_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002338_R_1000_slap_13.png,24,female,white,24,female,white
G_2364_frgp13,genuine,A,13,right,00002364,00002364,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002364_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002364_R_1000_slap_13.png,33,female,white,33,female,white
I_00002304_00002328_frgp13,impostor,B,13,right,00002304,00002328,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002328_R_500_slap_13.png,37,male,white,35,female,no answer
G_2403_frgp14,genuine,A,14,left,00002403,00002403,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002403_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002403_R_1000_slap_14.png,52,female,african american,52,female,african american
G_2315_frgp14,genuine,A,14,left,00002315,00002315,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002315_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002315_R_1000_slap_14.png,57,female,white,57,female,white
I_00002330_00002428_frgp14,impostor,B,14,left,00002330,00002428,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002428_R_500_slap_14.png,36,male,asian,55,female,white
I_00002330_00002424_frgp14,impostor,B,14,left,00002330,00002424,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002424_R_500_slap_14.png,36,male,asian,37,female,white
I_00002304_00002313_frgp13,impostor,B,13,right,00002304,00002313,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002313_R_500_slap_13.png,37,male,white,43,male,african american
