pair_id,label,frgp,which_hand,subject1,subject2,ground_truth
I_00002348_00002402_frgp14,impostor,14,left,2348,2402,B
I_00002315_00002370_frgp13,impostor,13,right,2315,2370,B
I_00002392_00002481_frgp13,impostor,13,right,2392,2481,B
I_00002362_00002399_frgp14,impostor,14,left,2362,2399,B
I_00002314_00002352_frgp13,impostor,13,right,2314,2352,B
I_00002364_00002447_frgp14,impostor,14,left,2364,2447,B
I_00002312_00002368_frgp13,impostor,13,right,2312,2368,B
I_00002425_00002462_frgp13,impostor,13,right,2425,2462,B
I_00002388_00002462_frgp14,impostor,14,left,2388,2462,B
I_00002326_00002376_frgp13,impostor,13,right,2326,2376,B
I_00002372_00002391_frgp13,impostor,13,right,2372,2391,B
I_00002344_00002351_frgp13,impostor,13,right,2344,2351,B
I_00002330_00002376_frgp14,impostor,14,left,2330,2376,B
I_00002351_00002398_frgp14,impostor,14,left,2351,2398,B
I_00002391_00002413_frgp13,impostor,13,right,2391,2413,B
I_00002357_00002391_frgp13,impostor,13,right,2357,2391,B
I_00002315_00002352_frgp13,impostor,13,right,2315,2352,B
I_00002342_00002396_frgp14,impostor,14,left,2342,2396,B
I_00002384_00002415_frgp13,impostor,13,right,2384,2415,B
I_00002379_00002405_frgp13,impostor,13,right,2379,2405,B
I_00002403_00002423_frgp13,impostor,13,right,2403,2423,B
I_00002362_00002418_frgp13,impostor,13,right,2362,2418,B
I_00002384_00002388_frgp13,impostor,13,right,2384,2388,B
I_00002339_00002392_frgp13,impostor,13,right,2339,2392,B
I_00002402_00002428_frgp13,impostor,13,right,2402,2428,B
I_00002392_00002412_frgp13,impostor,13,right,2392,2412,B
I_00002337_00002424_frgp13,impostor,13,right,2337,2424,B
I_00002357_00002368_frgp14,impostor,14,left,2357,2368,B
I_00002313_00002321_frgp14,impostor,14,left,2313,2321,B
I_00002328_00002412_frgp14,impostor,14,left,2328,2412,B
I_00002359_00002409_frgp14,impostor,14,left,2359,2409,B
I_00002375_00002402_frgp14,impostor,14,left,2375,2402,B
I_00002338_00002455_frgp14,impostor,14,left,2338,2455,B
I_00002369_00002381_frgp14,impostor,14,left,2369,2381,B
I_00002392_00002413_frgp13,impostor,13,right,2392,2413,B
I_00002320_00002401_frgp14,impostor,14,left,2320,2401,B
I_00002304_00002380_frgp14,impostor,14,left,2304,2380,B
I_00002355_00002381_frgp14,impostor,14,left,2355,2381,B
I_00002353_00002409_frgp13,impostor,13,right,2353,2409,B
I_00002310_00002312_frgp14,impostor,14,left,2310,2312,B
I_00002319_00002415_frgp14,impostor,14,left,2319,2415,B
I_00002373_00002409_frgp13,impostor,13,right,2373,2409,B
I_00002359_00002394_frgp13,impostor,13,right,2359,2394,B
I_00002340_00002368_frgp14,impostor,14,left,2340,2368,B
I_00002312_00002406_frgp14,impostor,14,left,2312,2406,B
I_00002367_00002368_frgp14,impostor,14,left,2367,2368,B
I_00002326_00002407_frgp14,impostor,14,left,2326,2407,B
I_00002325_00002408_frgp14,impostor,14,left,2325,2408,B
I_00002349_00002423_frgp13,impostor,13,right,2349,2423,B
I_00002320_00002384_frgp13,impostor,13,right,2320,2384,B
I_00002312_00002352_frgp13,impostor,13,right,2312,2352,B
I_00002326_00002327_frgp13,impostor,13,right,2326,2327,B
I_00002321_00002326_frgp14,impostor,14,left,2321,2326,B
I_00002358_00002462_frgp13,impostor,13,right,2358,2462,B
I_00002313_00002412_frgp13,impostor,13,right,2313,2412,B
I_00002313_00002326_frgp13,impostor,13,right,2313,2326,B
I_00002398_00002428_frgp13,impostor,13,right,2398,2428,B
I_00002340_00002370_frgp14,impostor,14,left,2340,2370,B
I_00002303_00002325_frgp14,impostor,14,left,2303,2325,B
I_00002317_00002392_frgp13,impostor,13,right,2317,2392,B
I_00002334_00002481_frgp14,impostor,14,left,2334,2481,B
I_00002391_00002407_frgp13,impostor,13,right,2391,2407,B
I_00002380_00002388_frgp13,impostor,13,right,2380,2388,B
G_2359_frgp14,genuine,14,left,2359,2359,A
I_00002310_00002412_frgp13,impostor,13,right,2310,2412,B
I_00002304_00002440_frgp13,impostor,13,right,2304,2440,B
I_00002327_00002440_frgp14,impostor,14,left,2327,2440,B
I_00002406_00002423_frgp13,impostor,13,right,2406,2423,B
I_00002374_00002403_frgp14,impostor,14,left,2374,2403,B
I_00002307_00002325_frgp14,impostor,14,left,2307,2325,B
I_00002384_00002447_frgp14,impostor,14,left,2384,2447,B
I_00002342_00002369_frgp14,impostor,14,left,2342,2369,B
I_00002307_00002325_frgp13,impostor,13,right,2307,2325,B
I_00002321_00002406_frgp14,impostor,14,left,2321,2406,B
I_00002338_00002402_frgp13,impostor,13,right,2338,2402,B
I_00002304_00002360_frgp14,impostor,14,left,2304,2360,B
I_00002402_00002455_frgp13,impostor,13,right,2402,2455,B
I_00002317_00002405_frgp13,impostor,13,right,2317,2405,B
I_00002319_00002371_frgp14,impostor,14,left,2319,2371,B
I_00002306_00002351_frgp14,impostor,14,left,2306,2351,B
I_00002369_00002447_frgp13,impostor,13,right,2369,2447,B
I_00002401_00002415_frgp13,impostor,13,right,2401,2415,B
I_00002440_00002447_frgp13,impostor,13,right,2440,2447,B
I_00002312_00002325_frgp13,impostor,13,right,2312,2325,B
I_00002348_00002415_frgp14,impostor,14,left,2348,2415,B
I_00002319_00002349_frgp13,impostor,13,right,2319,2349,B
I_00002307_00002379_frgp14,impostor,14,left,2307,2379,B
I_00002386_00002462_frgp13,impostor,13,right,2386,2462,B
I_00002348_00002369_frgp14,impostor,14,left,2348,2369,B
I_00002320_00002394_frgp13,impostor,13,right,2320,2394,B
I_00002307_00002481_frgp13,impostor,13,right,2307,2481,B
I_00002348_00002386_frgp13,impostor,13,right,2348,2386,B
I_00002328_00002455_frgp13,impostor,13,right,2328,2455,B
I_00002303_00002368_frgp13,impostor,13,right,2303,2368,B
I_00002359_00002375_frgp13,impostor,13,right,2359,2375,B
I_00002317_00002440_frgp14,impostor,14,left,2317,2440,B
I_00002415_00002481_frgp14,impostor,14,left,2415,2481,B
I_00002369_00002380_frgp13,impostor,13,right,2369,2380,B
I_00002303_00002356_frgp13,impostor,13,right,2303,2356,B
I_00002321_00002342_frgp13,impostor,13,right,2321,2342,B
I_00002367_00002399_frgp14,impostor,14,left,2367,2399,B
I_00002329_00002463_frgp14,impostor,14,left,2329,2463,B
I_00002317_00002415_frgp13,impostor,13,right,2317,2415,B
I_00002328_00002463_frgp13,impostor,13,right,2328,2463,B
I_00002357_00002371_frgp14,impostor,14,left,2357,2371,B
I_00002355_00002374_frgp14,impostor,14,left,2355,2374,B
I_00002320_00002463_frgp13,impostor,13,right,2320,2463,B
I_00002325_00002391_frgp13,impostor,13,right,2325,2391,B
I_00002395_00002408_frgp14,impostor,14,left,2395,2408,B
G_2315_frgp13,genuine,13,right,2315,2315,A
I_00002319_00002399_frgp14,impostor,14,left,2319,2399,B
I_00002403_00002426_frgp14,impostor,14,left,2403,2426,B
I_00002359_00002394_frgp14,impostor,14,left,2359,2394,B
I_00002340_00002355_frgp13,impostor,13,right,2340,2355,B
I_00002337_00002463_frgp13,impostor,13,right,2337,2463,B
I_00002317_00002396_frgp14,impostor,14,left,2317,2396,B
I_00002334_00002426_frgp13,impostor,13,right,2334,2426,B
I_00002313_00002358_frgp14,impostor,14,left,2313,2358,B
I_00002352_00002399_frgp14,impostor,14,left,2352,2399,B
I_00002375_00002440_frgp14,impostor,14,left,2375,2440,B
I_00002334_00002399_frgp13,impostor,13,right,2334,2399,B
I_00002314_00002367_frgp14,impostor,14,left,2314,2367,B
I_00002320_00002381_frgp13,impostor,13,right,2320,2381,B
I_00002341_00002391_frgp13,impostor,13,right,2341,2391,B
I_00002398_00002403_frgp14,impostor,14,left,2398,2403,B
I_00002408_00002426_frgp14,impostor,14,left,2408,2426,B
I_00002303_00002481_frgp13,impostor,13,right,2303,2481,B
I_00002319_00002412_frgp14,impostor,14,left,2319,2412,B
I_00002327_00002376_frgp14,impostor,14,left,2327,2376,B
I_00002327_00002405_frgp14,impostor,14,left,2327,2405,B
I_00002372_00002418_frgp14,impostor,14,left,2372,2418,B
I_00002330_00002352_frgp14,impostor,14,left,2330,2352,B
I_00002314_00002440_frgp13,impostor,13,right,2314,2440,B
I_00002356_00002364_frgp14,impostor,14,left,2356,2364,B
I_00002320_00002338_frgp13,impostor,13,right,2320,2338,B
I_00002330_00002409_frgp13,impostor,13,right,2330,2409,B
I_00002349_00002462_frgp13,impostor,13,right,2349,2462,B
I_00002379_00002398_frgp13,impostor,13,right,2379,2398,B
I_00002412_00002424_frgp14,impostor,14,left,2412,2424,B
I_00002369_00002386_frgp13,impostor,13,right,2369,2386,B
I_00002328_00002339_frgp14,impostor,14,left,2328,2339,B
I_00002312_00002359_frgp14,impostor,14,left,2312,2359,B
I_00002370_00002455_frgp13,impostor,13,right,2370,2455,B
I_00002334_00002455_frgp14,impostor,14,left,2334,2455,B
I_00002315_00002402_frgp13,impostor,13,right,2315,2402,B
I_00002370_00002372_frgp13,impostor,13,right,2370,2372,B
I_00002340_00002392_frgp13,impostor,13,right,2340,2392,B
I_00002399_00002403_frgp13,impostor,13,right,2399,2403,B
I_00002398_00002426_frgp13,impostor,13,right,2398,2426,B
I_00002338_00002352_frgp13,impostor,13,right,2338,2352,B
I_00002408_00002455_frgp14,impostor,14,left,2408,2455,B
I_00002337_00002384_frgp14,impostor,14,left,2337,2384,B
I_00002306_00002319_frgp13,impostor,13,right,2306,2319,B
I_00002351_00002392_frgp13,impostor,13,right,2351,2392,B
I_00002381_00002418_frgp13,impostor,13,right,2381,2418,B
I_00002321_00002413_frgp14,impostor,14,left,2321,2413,B
I_00002303_00002312_frgp14,impostor,14,left,2303,2312,B
I_00002315_00002399_frgp13,impostor,13,right,2315,2399,B
I_00002329_00002358_frgp14,impostor,14,left,2329,2358,B
I_00002380_00002402_frgp14,impostor,14,left,2380,2402,B
I_00002326_00002401_frgp13,impostor,13,right,2326,2401,B
I_00002342_00002360_frgp14,impostor,14,left,2342,2360,B
I_00002348_00002373_frgp14,impostor,14,left,2348,2373,B
I_00002317_00002407_frgp14,impostor,14,left,2317,2407,B
I_00002386_00002407_frgp13,impostor,13,right,2386,2407,B
I_00002310_00002455_frgp14,impostor,14,left,2310,2455,B
I_00002338_00002367_frgp14,impostor,14,left,2338,2367,B
I_00002348_00002383_frgp14,impostor,14,left,2348,2383,B
I_00002332_00002342_frgp14,impostor,14,left,2332,2342,B
I_00002371_00002409_frgp13,impostor,13,right,2371,2409,B
I_00002403_00002424_frgp13,impostor,13,right,2403,2424,B
I_00002375_00002391_frgp13,impostor,13,right,2375,2391,B
I_00002376_00002413_frgp14,impostor,14,left,2376,2413,B
I_00002310_00002396_frgp14,impostor,14,left,2310,2396,B
I_00002359_00002373_frgp14,impostor,14,left,2359,2373,B
I_00002315_00002375_frgp13,impostor,13,right,2315,2375,B
I_00002319_00002375_frgp13,impostor,13,right,2319,2375,B
I_00002303_00002353_frgp14,impostor,14,left,2303,2353,B
I_00002356_00002369_frgp13,impostor,13,right,2356,2369,B
I_00002306_00002372_frgp13,impostor,13,right,2306,2372,B
I_00002307_00002349_frgp13,impostor,13,right,2307,2349,B
I_00002325_00002330_frgp13,impostor,13,right,2325,2330,B
I_00002319_00002381_frgp13,impostor,13,right,2319,2381,B
I_00002381_00002423_frgp13,impostor,13,right,2381,2423,B
I_00002328_00002392_frgp14,impostor,14,left,2328,2392,B
I_00002355_00002424_frgp13,impostor,13,right,2355,2424,B
I_00002338_00002425_frgp14,impostor,14,left,2338,2425,B
I_00002409_00002426_frgp13,impostor,13,right,2409,2426,B
I_00002327_00002329_frgp14,impostor,14,left,2327,2329,B
I_00002312_00002319_frgp13,impostor,13,right,2312,2319,B
I_00002368_00002383_frgp14,impostor,14,left,2368,2383,B
I_00002338_00002401_frgp13,impostor,13,right,2338,2401,B
I_00002321_00002348_frgp14,impostor,14,left,2321,2348,B
I_00002359_00002455_frgp13,impostor,13,right,2359,2455,B
I_00002314_00002327_frgp14,impostor,14,left,2314,2327,B
I_00002325_00002353_frgp14,impostor,14,left,2325,2353,B
I_00002304_00002353_frgp13,impostor,13,right,2304,2353,B
I_00002423_00002425_frgp13,impostor,13,right,2423,2425,B
I_00002340_00002364_frgp13,impostor,13,right,2340,2364,B
I_00002332_00002396_frgp14,impostor,14,left,2332,2396,B
I_00002317_00002396_frgp13,impostor,13,right,2317,2396,B
I_00002371_00002418_frgp13,impostor,13,right,2371,2418,B
I_00002327_00002368_frgp14,impostor,14,left,2327,2368,B
I_00002373_00002412_frgp13,impostor,13,right,2373,2412,B
I_00002317_00002373_frgp14,impostor,14,left,2317,2373,B
I_00002348_00002351_frgp13,impostor,13,right,2348,2351,B
I_00002367_00002386_frgp14,impostor,14,left,2367,2386,B
I_00002368_00002369_frgp14,impostor,14,left,2368,2369,B
I_00002384_00002408_frgp14,impostor,14,left,2384,2408,B
I_00002371_00002380_frgp13,impostor,13,right,2371,2380,B
I_00002364_00002398_frgp14,impostor,14,left,2364,2398,B
I_00002320_00002356_frgp13,impostor,13,right,2320,2356,B
I_00002310_00002383_frgp14,impostor,14,left,2310,2383,B
I_00002399_00002418_frgp14,impostor,14,left,2399,2418,B
I_00002303_00002344_frgp13,impostor,13,right,2303,2344,B
I_00002376_00002407_frgp13,impostor,13,right,2376,2407,B
I_00002314_00002408_frgp13,impostor,13,right,2314,2408,B
I_00002370_00002408_frgp13,impostor,13,right,2370,2408,B
I_00002313_00002395_frgp14,impostor,14,left,2313,2395,B
I_00002379_00002388_frgp13,impostor,13,right,2379,2388,B
I_00002359_00002392_frgp14,impostor,14,left,2359,2392,B
I_00002379_00002383_frgp14,impostor,14,left,2379,2383,B
I_00002332_00002413_frgp14,impostor,14,left,2332,2413,B
I_00002369_00002405_frgp14,impostor,14,left,2369,2405,B
I_00002375_00002424_frgp14,impostor,14,left,2375,2424,B
I_00002325_00002342_frgp13,impostor,13,right,2325,2342,B
I_00002396_00002423_frgp14,impostor,14,left,2396,2423,B
I_00002413_00002463_frgp13,impostor,13,right,2413,2463,B
I_00002319_00002367_frgp13,impostor,13,right,2319,2367,B
I_00002362_00002413_frgp13,impostor,13,right,2362,2413,B
I_00002348_00002440_frgp14,impostor,14,left,2348,2440,B
I_00002391_00002413_frgp14,impostor,14,left,2391,2413,B
G_2380_frgp14,genuine,14,left,2380,2380,A
I_00002344_00002373_frgp13,impostor,13,right,2344,2373,B
I_00002327_00002415_frgp13,impostor,13,right,2327,2415,B
I_00002349_00002388_frgp13,impostor,13,right,2349,2388,B
I_00002304_00002337_frgp14,impostor,14,left,2304,2337,B
I_00002310_00002314_frgp14,impostor,14,left,2310,2314,B
I_00002370_00002409_frgp13,impostor,13,right,2370,2409,B
I_00002375_00002481_frgp14,impostor,14,left,2375,2481,B
I_00002321_00002349_frgp13,impostor,13,right,2321,2349,B
I_00002334_00002344_frgp13,impostor,13,right,2334,2344,B
I_00002329_00002341_frgp13,impostor,13,right,2329,2341,B
I_00002362_00002379_frgp14,impostor,14,left,2362,2379,B
I_00002379_00002409_frgp14,impostor,14,left,2379,2409,B
I_00002359_00002412_frgp13,impostor,13,right,2359,2412,B
I_00002353_00002413_frgp13,impostor,13,right,2353,2413,B
I_00002314_00002407_frgp13,impostor,13,right,2314,2407,B
I_00002321_00002339_frgp13,impostor,13,right,2321,2339,B
I_00002342_00002462_frgp14,impostor,14,left,2342,2462,B
I_00002370_00002398_frgp13,impostor,13,right,2370,2398,B
I_00002315_00002455_frgp14,impostor,14,left,2315,2455,B
I_00002306_00002327_frgp13,impostor,13,right,2306,2327,B
I_00002396_00002447_frgp13,impostor,13,right,2396,2447,B
I_00002356_00002426_frgp13,impostor,13,right,2356,2426,B
I_00002306_00002399_frgp13,impostor,13,right,2306,2399,B
I_00002328_00002357_frgp14,impostor,14,left,2328,2357,B
I_00002326_00002340_frgp14,impostor,14,left,2326,2340,B
I_00002315_00002374_frgp13,impostor,13,right,2315,2374,B
I_00002326_00002351_frgp14,impostor,14,left,2326,2351,B
I_00002321_00002403_frgp13,impostor,13,right,2321,2403,B
I_00002334_00002370_frgp14,impostor,14,left,2334,2370,B
I_00002329_00002408_frgp14,impostor,14,left,2329,2408,B
I_00002352_00002447_frgp14,impostor,14,left,2352,2447,B
I_00002341_00002380_frgp14,impostor,14,left,2341,2380,B
I_00002351_00002367_frgp14,impostor,14,left,2351,2367,B
I_00002332_00002463_frgp14,impostor,14,left,2332,2463,B
I_00002342_00002384_frgp13,impostor,13,right,2342,2384,B
I_00002325_00002369_frgp14,impostor,14,left,2325,2369,B
I_00002391_00002401_frgp14,impostor,14,left,2391,2401,B
I_00002327_00002344_frgp14,impostor,14,left,2327,2344,B
I_00002338_00002372_frgp13,impostor,13,right,2338,2372,B
I_00002368_00002374_frgp13,impostor,13,right,2368,2374,B
I_00002320_00002425_frgp14,impostor,14,left,2320,2425,B
I_00002423_00002440_frgp14,impostor,14,left,2423,2440,B
I_00002369_00002403_frgp14,impostor,14,left,2369,2403,B
I_00002352_00002386_frgp13,impostor,13,right,2352,2386,B
I_00002303_00002402_frgp14,impostor,14,left,2303,2402,B
I_00002348_00002408_frgp14,impostor,14,left,2348,2408,B
I_00002320_00002412_frgp14,impostor,14,left,2320,2412,B
I_00002307_00002392_frgp13,impostor,13,right,2307,2392,B
I_00002413_00002447_frgp14,impostor,14,left,2413,2447,B
I_00002355_00002396_frgp14,impostor,14,left,2355,2396,B
I_00002334_00002462_frgp14,impostor,14,left,2334,2462,B
I_00002358_00002403_frgp14,impostor,14,left,2358,2403,B
G_2440_frgp13,genuine,13,right,2440,2440,A
I_00002349_00002412_frgp13,impostor,13,right,2349,2412,B
I_00002402_00002425_frgp14,impostor,14,left,2402,2425,B
I_00002329_00002398_frgp14,impostor,14,left,2329,2398,B
I_00002304_00002313_frgp13,impostor,13,right,2304,2313,B
I_00002353_00002415_frgp13,impostor,13,right,2353,2415,B
I_00002338_00002399_frgp14,impostor,14,left,2338,2399,B
I_00002353_00002426_frgp13,impostor,13,right,2353,2426,B
I_00002315_00002371_frgp14,impostor,14,left,2315,2371,B
I_00002369_00002391_frgp13,impostor,13,right,2369,2391,B
I_00002315_00002338_frgp14,impostor,14,left,2315,2338,B
I_00002373_00002418_frgp13,impostor,13,right,2373,2418,B
I_00002340_00002405_frgp13,impostor,13,right,2340,2405,B
I_00002383_00002406_frgp14,impostor,14,left,2383,2406,B
G_2403_frgp14,genuine,14,left,2403,2403,A
I_00002374_00002399_frgp13,impostor,13,right,2374,2399,B
I_00002384_00002403_frgp14,impostor,14,left,2384,2403,B
I_00002355_00002423_frgp13,impostor,13,right,2355,2423,B
I_00002405_00002462_frgp13,impostor,13,right,2405,2462,B
I_00002342_00002376_frgp13,impostor,13,right,2342,2376,B
I_00002337_00002386_frgp14,impostor,14,left,2337,2386,B
I_00002388_00002440_frgp13,impostor,13,right,2388,2440,B
I_00002327_00002372_frgp14,impostor,14,left,2327,2372,B
I_00002355_00002381_frgp13,impostor,13,right,2355,2381,B
I_00002317_00002409_frgp14,impostor,14,left,2317,2409,B
I_00002364_00002447_frgp13,impostor,13,right,2364,2447,B
I_00002398_00002402_frgp13,impostor,13,right,2398,2402,B
I_00002313_00002329_frgp13,impostor,13,right,2313,2329,B
I_00002327_00002338_frgp13,impostor,13,right,2327,2338,B
I_00002312_00002383_frgp14,impostor,14,left,2312,2383,B
I_00002332_00002455_frgp14,impostor,14,left,2332,2455,B
I_00002352_00002405_frgp13,impostor,13,right,2352,2405,B
I_00002412_00002413_frgp13,impostor,13,right,2412,2413,B
I_00002402_00002407_frgp14,impostor,14,left,2402,2407,B
I_00002330_00002399_frgp14,impostor,14,left,2330,2399,B
I_00002344_00002355_frgp13,impostor,13,right,2344,2355,B
I_00002407_00002409_frgp13,impostor,13,right,2407,2409,B
I_00002342_00002440_frgp13,impostor,13,right,2342,2440,B
I_00002370_00002401_frgp14,impostor,14,left,2370,2401,B
I_00002407_00002462_frgp13,impostor,13,right,2407,2462,B
I_00002340_00002344_frgp13,impostor,13,right,2340,2344,B
I_00002325_00002371_frgp13,impostor,13,right,2325,2371,B
I_00002317_00002358_frgp14,impostor,14,left,2317,2358,B
I_00002303_00002412_frgp14,impostor,14,left,2303,2412,B
I_00002341_00002357_frgp13,impostor,13,right,2341,2357,B
I_00002334_00002398_frgp14,impostor,14,left,2334,2398,B
I_00002325_00002355_frgp14,impostor,14,left,2325,2355,B
I_00002394_00002402_frgp14,impostor,14,left,2394,2402,B
I_00002321_00002339_frgp14,impostor,14,left,2321,2339,B
I_00002313_00002391_frgp13,impostor,13,right,2313,2391,B
I_00002329_00002337_frgp13,impostor,13,right,2329,2337,B
I_00002328_00002375_frgp13,impostor,13,right,2328,2375,B
I_00002329_00002396_frgp13,impostor,13,right,2329,2396,B
I_00002357_00002413_frgp14,impostor,14,left,2357,2413,B
I_00002334_00002380_frgp14,impostor,14,left,2334,2380,B
I_00002374_00002394_frgp14,impostor,14,left,2374,2394,B
I_00002383_00002415_frgp13,impostor,13,right,2383,2415,B
I_00002381_00002447_frgp14,impostor,14,left,2381,2447,B
I_00002341_00002398_frgp13,impostor,13,right,2341,2398,B
I_00002325_00002401_frgp13,impostor,13,right,2325,2401,B
I_00002392_00002424_frgp13,impostor,13,right,2392,2424,B
I_00002372_00002396_frgp13,impostor,13,right,2372,2396,B
I_00002369_00002383_frgp13,impostor,13,right,2369,2383,B
I_00002353_00002394_frgp13,impostor,13,right,2353,2394,B
I_00002310_00002356_frgp13,impostor,13,right,2310,2356,B
I_00002374_00002395_frgp14,impostor,14,left,2374,2395,B
I_00002359_00002383_frgp13,impostor,13,right,2359,2383,B
I_00002307_00002356_frgp13,impostor,13,right,2307,2356,B
I_00002379_00002395_frgp14,impostor,14,left,2379,2395,B
I_00002355_00002386_frgp13,impostor,13,right,2355,2386,B
I_00002337_00002463_frgp14,impostor,14,left,2337,2463,B
I_00002407_00002463_frgp14,impostor,14,left,2407,2463,B
I_00002398_00002440_frgp13,impostor,13,right,2398,2440,B
I_00002370_00002455_frgp14,impostor,14,left,2370,2455,B
I_00002339_00002360_frgp14,impostor,14,left,2339,2360,B
I_00002326_00002415_frgp14,impostor,14,left,2326,2415,B
I_00002351_00002426_frgp14,impostor,14,left,2351,2426,B
I_00002412_00002425_frgp14,impostor,14,left,2412,2425,B
I_00002394_00002424_frgp13,impostor,13,right,2394,2424,B
I_00002314_00002409_frgp13,impostor,13,right,2314,2409,B
I_00002348_00002455_frgp14,impostor,14,left,2348,2455,B
I_00002370_00002426_frgp14,impostor,14,left,2370,2426,B
I_00002352_00002402_frgp13,impostor,13,right,2352,2402,B
I_00002334_00002412_frgp14,impostor,14,left,2334,2412,B
I_00002326_00002383_frgp14,impostor,14,left,2326,2383,B
I_00002340_00002374_frgp13,impostor,13,right,2340,2374,B
I_00002312_00002381_frgp13,impostor,13,right,2312,2381,B
I_00002325_00002327_frgp14,impostor,14,left,2325,2327,B
I_00002306_00002358_frgp13,impostor,13,right,2306,2358,B
I_00002312_00002317_frgp14,impostor,14,left,2312,2317,B
G_2379_frgp14,genuine,14,left,2379,2379,A
I_00002351_00002412_frgp14,impostor,14,left,2351,2412,B
I_00002341_00002356_frgp14,impostor,14,left,2341,2356,B
I_00002381_00002383_frgp14,impostor,14,left,2381,2383,B
I_00002358_00002367_frgp13,impostor,13,right,2358,2367,B
I_00002373_00002401_frgp13,impostor,13,right,2373,2401,B
I_00002310_00002351_frgp14,impostor,14,left,2310,2351,B
I_00002332_00002391_frgp14,impostor,14,left,2332,2391,B
I_00002360_00002362_frgp13,impostor,13,right,2360,2362,B
I_00002313_00002406_frgp13,impostor,13,right,2313,2406,B
I_00002424_00002481_frgp14,impostor,14,left,2424,2481,B
I_00002379_00002391_frgp13,impostor,13,right,2379,2391,B
I_00002337_00002415_frgp14,impostor,14,left,2337,2415,B
I_00002325_00002396_frgp14,impostor,14,left,2325,2396,B
I_00002362_00002412_frgp13,impostor,13,right,2362,2412,B
I_00002428_00002440_frgp14,impostor,14,left,2428,2440,B
I_00002356_00002358_frgp14,impostor,14,left,2356,2358,B
I_00002415_00002455_frgp13,impostor,13,right,2415,2455,B
I_00002313_00002340_frgp13,impostor,13,right,2313,2340,B
I_00002326_00002399_frgp13,impostor,13,right,2326,2399,B
I_00002386_00002401_frgp14,impostor,14,left,2386,2401,B
I_00002383_00002391_frgp13,impostor,13,right,2383,2391,B
I_00002325_00002381_frgp13,impostor,13,right,2325,2381,B
I_00002341_00002401_frgp14,impostor,14,left,2341,2401,B
I_00002303_00002360_frgp13,impostor,13,right,2303,2360,B
I_00002405_00002463_frgp13,impostor,13,right,2405,2463,B
I_00002307_00002376_frgp14,impostor,14,left,2307,2376,B
I_00002315_00002406_frgp13,impostor,13,right,2315,2406,B
I_00002396_00002424_frgp13,impostor,13,right,2396,2424,B
I_00002315_00002415_frgp13,impostor,13,right,2315,2415,B
I_00002360_00002403_frgp13,impostor,13,right,2360,2403,B
I_00002319_00002328_frgp14,impostor,14,left,2319,2328,B
I_00002304_00002341_frgp14,impostor,14,left,2304,2341,B
I_00002370_00002402_frgp14,impostor,14,left,2370,2402,B
I_00002306_00002371_frgp13,impostor,13,right,2306,2371,B
I_00002303_00002383_frgp14,impostor,14,left,2303,2383,B
I_00002326_00002372_frgp13,impostor,13,right,2326,2372,B
I_00002328_00002440_frgp14,impostor,14,left,2328,2440,B
I_00002357_00002412_frgp14,impostor,14,left,2357,2412,B
I_00002330_00002360_frgp14,impostor,14,left,2330,2360,B
I_00002374_00002415_frgp13,impostor,13,right,2374,2415,B
I_00002373_00002415_frgp13,impostor,13,right,2373,2415,B
I_00002339_00002375_frgp14,impostor,14,left,2339,2375,B
I_00002413_00002455_frgp14,impostor,14,left,2413,2455,B
I_00002348_00002403_frgp14,impostor,14,left,2348,2403,B
I_00002358_00002381_frgp13,impostor,13,right,2358,2381,B
I_00002307_00002327_frgp13,impostor,13,right,2307,2327,B
I_00002383_00002401_frgp13,impostor,13,right,2383,2401,B
I_00002355_00002364_frgp14,impostor,14,left,2355,2364,B
I_00002340_00002360_frgp13,impostor,13,right,2340,2360,B
I_00002380_00002409_frgp14,impostor,14,left,2380,2409,B
I_00002315_00002337_frgp14,impostor,14,left,2315,2337,B
I_00002340_00002428_frgp13,impostor,13,right,2340,2428,B
I_00002370_00002403_frgp14,impostor,14,left,2370,2403,B
I_00002330_00002398_frgp13,impostor,13,right,2330,2398,B
I_00002358_00002447_frgp13,impostor,13,right,2358,2447,B
I_00002384_00002388_frgp14,impostor,14,left,2384,2388,B
I_00002372_00002440_frgp13,impostor,13,right,2372,2440,B
I_00002312_00002348_frgp14,impostor,14,left,2312,2348,B
I_00002352_00002371_frgp14,impostor,14,left,2352,2371,B
I_00002368_00002463_frgp14,impostor,14,left,2368,2463,B
I_00002360_00002408_frgp13,impostor,13,right,2360,2408,B
I_00002364_00002426_frgp13,impostor,13,right,2364,2426,B
G_2412_frgp14,genuine,14,left,2412,2412,A
I_00002310_00002408_frgp14,impostor,14,left,2310,2408,B
I_00002399_00002447_frgp13,impostor,13,right,2399,2447,B
I_00002326_00002329_frgp13,impostor,13,right,2326,2329,B
I_00002303_00002315_frgp14,impostor,14,left,2303,2315,B
I_00002392_00002418_frgp14,impostor,14,left,2392,2418,B
I_00002315_00002481_frgp14,impostor,14,left,2315,2481,B
I_00002317_00002403_frgp14,impostor,14,left,2317,2403,B
I_00002355_00002374_frgp13,impostor,13,right,2355,2374,B
I_00002342_00002355_frgp14,impostor,14,left,2342,2355,B
I_00002351_00002462_frgp13,impostor,13,right,2351,2462,B
I_00002396_00002407_frgp14,impostor,14,left,2396,2407,B
I_00002348_00002408_frgp13,impostor,13,right,2348,2408,B
