pair_id,label,category,device_pair,img1_path,img2_path
G_2368_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002368_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002368_R_1000_slap_14.png
I_00002330_00002381_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002381_R_500_slap_14.png
I_00002304_00002325_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002325_R_500_slap_13.png
G_2418_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002418_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002418_R_1000_slap_13.png
G_2481_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002481_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002481_R_1000_slap_14.png
I_00002304_00002368_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002368_R_500_slap_13.png
G_2352_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002352_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002352_R_1000_slap_13.png
I_00002304_00002370_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002370_R_500_slap_13.png
I_00002330_00002355_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002355_R_500_slap_14.png
G_2342_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002342_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002342_R_1000_slap_14.png
I_00002330_00002376_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002376_R_500_slap_14.png
G_2367_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002367_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002367_R_1000_slap_14.png
G_2401_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002401_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002401_R_1000_slap_13.png
I_00002304_00002357_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002357_R_500_slap_13.png
I_00002330_00002425_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002425_R_500_slap_14.png
G_2317_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002317_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002317_R_1000_slap_14.png
G_2412_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002412_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002412_R_1000_slap_13.png
G_2314_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002314_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002314_R_1000_slap_14.png
I_00002304_00002355_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002355_R_500_slap_13.png
G_2334_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002334_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002334_R_1000_slap_13.png
G_2388_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002388_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002388_R_1000_slap_13.png
G_2413_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002413_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002413_R_1000_slap_14.png
G_2310_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002310_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002310_R_1000_slap_13.png
I_00002330_00002319_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002319_R_500_slap_14.png
I_00002330_00002362_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002362_R_500_slap_14.png
G_2339_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002339_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002339_R_1000_slap_14.png
G_2380_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002380_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002380_R_1000_slap_13.png
I_00002330_00002388_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002388_R_500_slap_14.png
G_2383_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002383_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002383_R_1000_slap_13.png
G_2376_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002376_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002376_R_1000_slap_13.png
G_2337_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002337_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002337_R_1000_slap_13.png
I_00002330_00002337_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002337_R_500_slap_14.png
I_00002330_00002418_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002418_R_500_slap_14.png
G_2399_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002399_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002399_R_1000_slap_14.png
I_00002330_00002317_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002317_R_500_slap_14.png
G_2364_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002364_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002364_R_1000_slap_14.png
G_2348_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002348_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002348_R_1000_slap_13.png
I_00002304_00002447_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002447_R_500_slap_13.png
G_2440_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002440_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002440_R_1000_slap_13.png
I_00002304_00002310_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002310_R_500_slap_13.png
G_2398_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002398_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002398_R_1000_slap_13.png
G_2447_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002447_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002447_R_1000_slap_13.png
I_00002304_00002317_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002317_R_500_slap_13.png
G_2398_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002398_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002398_R_1000_slap_14.png
G_2338_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002338_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002338_R_1000_slap_13.png
G_2364_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002364_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002364_R_1000_slap_13.png
I_00002304_00002328_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002328_R_500_slap_13.png
G_2403_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002403_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002403_R_1000_slap_14.png
G_2315_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002315_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002315_R_1000_slap_14.png
I_00002330_00002428_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002428_R_500_slap_14.png
I_00002330_00002424_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002424_R_500_slap_14.png
I_00002304_00002313_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002313_R_500_slap_13.png
I_00002381_00002327_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002381_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002327_R_500_slap_13.png
I_00002304_00002334_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002334_R_500_slap_13.png
I_00002330_00002426_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002426_R_500_slap_14.png
I_00002304_00002307_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002307_R_500_slap_13.png
I_00002304_00002319_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002319_R_500_slap_13.png
G_2406_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002406_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002406_R_1000_slap_13.png
I_00002330_00002396_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002396_R_500_slap_14.png
G_2426_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002426_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002426_R_1000_slap_13.png
G_2370_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002370_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002370_R_1000_slap_13.png
I_00002304_00002360_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002360_R_500_slap_13.png
G_2341_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002341_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002341_R_1000_slap_13.png
G_2396_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002396_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002396_R_1000_slap_13.png
I_00002330_00002379_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002379_R_500_slap_14.png
I_00002304_00002383_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002383_R_500_slap_13.png
I_00002330_00002352_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002352_R_500_slap_14.png
I_00002330_00002395_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002395_R_500_slap_14.png
G_2332_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002332_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002332_R_1000_slap_13.png
I_00002330_00002423_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002423_R_500_slap_14.png
I_00002330_00002375_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002375_R_500_slap_14.png
I_00002330_00002440_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002440_R_500_slap_14.png
I_00002304_00002407_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002407_R_500_slap_13.png
I_00002330_00002409_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002409_R_500_slap_14.png
G_2412_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002412_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002412_R_1000_slap_14.png
G_2325_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002325_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002325_R_1000_slap_13.png
